,area,neuron_type,neuron_name,section_type,bifurcation_count,total_length,bin_size,Count0,Count1,Count2,Count3,Count4,Count5,Count6,Count7,Count8,Count9,Count10,Count11,Count12,Count13,Count14,Count15,Count16,Count17,Count18,Count19,Count20,Count21,Count22,Count23,Count24,Count25,Count26,Count27,Count28,Count29,Count30
139,Neocortex,PYR,C220797A-P4,apical_dendrite,3,350.0775817663467,50.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Neocortex,PYR,C220797A-P4,basal_dendrite,5,968.964552340316,50.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Neocortex,PYR,C300997A-P3,apical_dendrite,14,2179.7464293147295,50.0,1.0,0.0,1.0,3.0,2.0,1.0,6.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Neocortex,PYR,C300997A-P3,basal_dendrite,12,1745.4737911899788,50.0,6.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Neocortex,PYR,C060998B-P4,apical_dendrite,6,1908.8757584259267,50.0,1.0,0.0,4.0,6.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Neocortex,PYR,C060998B-P4,basal_dendrite,7,1449.4484055780592,50.0,6.0,0.0,8.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Neocortex,PYR,C180997A-P3,apical_dendrite,10,2132.266866627703,50.0,1.0,6.0,11.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Neocortex,PYR,C180997A-P3,basal_dendrite,7,1304.056794546778,50.0,4.0,6.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Neocortex,PYR,C271097A-P1,apical_dendrite,6,1423.7859000064313,50.0,1.0,4.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Neocortex,PYR,C271097A-P1,basal_dendrite,13,2204.921704204786,50.0,4.0,10.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Neocortex,PYR,C250500A-P2,apical_dendrite,22,3324.0693308047094,50.0,1.0,0.0,13.0,12.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Neocortex,PYR,C250500A-P2,basal_dendrite,7,1301.8850699207972,50.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Neocortex,PYR,C280199C-P1,apical_dendrite,6,1786.9305571257216,50.0,1.0,6.0,2.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Neocortex,PYR,C280199C-P1,basal_dendrite,15,3482.416775498938,50.0,5.0,14.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Neocortex,PYR,C190997A-P4,apical_dendrite,8,1825.0734124860787,50.0,1.0,10.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Neocortex,PYR,C190997A-P4,basal_dendrite,5,958.0732734415652,50.0,4.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Neocortex,PYR,C190898A-P2,apical_dendrite,17,2801.268339123025,50.0,1.0,9.0,10.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Neocortex,PYR,C190898A-P2,basal_dendrite,6,1184.5468744075297,50.0,4.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Neocortex,PYR,C050896A-P3,apical_dendrite,24,5695.902198908121,50.0,1.0,2.0,5.0,6.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Neocortex,PYR,C050896A-P3,basal_dendrite,21,3103.9093726736082,50.0,8.0,3.0,21.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Neocortex,PYR,C260897C-P2,apical_dendrite,12,2147.590620347871,50.0,1.0,0.0,3.0,7.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Neocortex,PYR,C260897C-P2,basal_dendrite,20,3051.0596764806633,50.0,7.0,3.0,13.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Neocortex,PYR,C140600C-P3,apical_dendrite,2,1287.0031888739954,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Neocortex,PYR,C140600C-P3,basal_dendrite,12,2491.2112919478745,50.0,5.0,12.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Neocortex,PYR,C030796A-P2,basal_dendrite,8,1589.5656064269328,50.0,6.0,6.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Neocortex,PYR,C030796A-P2,apical_dendrite,85,22768.735809648664,50.0,2.0,1.0,8.0,23.0,14.0,22.0,26.0,23.0,18.0,16.0,15.0,10.0,9.0,10.0,10.0,10.0,8.0,10.0,9.0,11.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Neocortex,PYR,C030397A-P3,basal_dendrite,1,197.47722507619784,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Neocortex,PYR,C030397A-P3,apical_dendrite,38,6365.311846558514,50.0,1.0,0.0,7.0,2.0,11.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,8.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Neocortex,PYR,C050398B-P1,apical_dendrite,13,3070.492924661269,50.0,1.0,1.0,7.0,5.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Neocortex,PYR,C050398B-P1,basal_dendrite,13,2234.006797152373,50.0,6.0,4.0,10.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Neocortex,PYR,C140300B-P1,apical_dendrite,17,1971.5191833245517,50.0,1.0,5.0,8.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Neocortex,PYR,C140300B-P1,basal_dendrite,8,1088.4567848958438,50.0,4.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Neocortex,PYR,C260897C-P3,apical_dendrite,6,1041.4728121564829,50.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Neocortex,PYR,C260897C-P3,basal_dendrite,16,2835.707744104904,50.0,6.0,6.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Neocortex,PYR,C270999B-P2,basal_dendrite,20,6574.649618634148,50.0,9.0,1.0,1.0,14.0,15.0,11.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Neocortex,PYR,C310897A-P4,apical_dendrite,8,1854.5920435624887,50.0,1.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Neocortex,PYR,C310897A-P4,basal_dendrite,15,3017.5104806946074,50.0,5.0,0.0,14.0,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Neocortex,PYR,C240797B-P1,apical_dendrite,15,3020.178224758053,50.0,1.0,0.0,5.0,7.0,5.0,1.0,4.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Neocortex,PYR,C240797B-P1,basal_dendrite,15,2944.61386586313,50.0,6.0,5.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Neocortex,PYR,C231296A-P3,apical_dendrite,30,5173.29535488595,50.0,1.0,2.0,6.0,10.0,5.0,7.0,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Neocortex,PYR,C231296A-P3,basal_dendrite,10,1796.2398625942678,50.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Neocortex,PYR,C290500C-P1,apical_dendrite,12,4194.078788129179,50.0,1.0,4.0,6.0,4.0,5.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Neocortex,PYR,C290500C-P1,basal_dendrite,30,11268.39642215271,50.0,5.0,11.0,23.0,16.0,10.0,7.0,8.0,9.0,7.0,7.0,7.0,9.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Neocortex,PYR,C030397A-P1,basal_dendrite,0,77.84061557105103,50.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Neocortex,PYR,C030397A-P1,apical_dendrite,32,6636.470473770329,50.0,1.0,1.0,1.0,5.0,8.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,7.0,8.0,9.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Neocortex,PYR,C300797C-P4,basal_dendrite,16,2515.162549441151,50.0,5.0,13.0,15.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Neocortex,PYR,C300797C-P4,apical_dendrite,11,2557.151628945949,50.0,1.0,6.0,5.0,4.0,3.0,4.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Neocortex,PYR,C220797A-P1,apical_dendrite,13,1879.713966512917,50.0,1.0,3.0,3.0,1.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Neocortex,PYR,C220797A-P1,basal_dendrite,11,1446.1824780832762,50.0,4.0,8.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Neocortex,PYR,C150600B-P2,basal_dendrite,10,2155.059480746809,50.0,6.0,3.0,9.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,OB,MITRAL,2M3,basal_dendrite,13,15870.81274297259,50.0,5.0,6.0,9.0,12.0,13.0,15.0,17.0,18.0,18.0,19.0,20.0,18.0,16.0,13.0,12.0,10.0,10.0,6.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,OB,MITRAL,2M3,apical_dendrite,14,3906.2744438387617,50.0,1.0,1.0,2.0,3.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,OB,MITRAL,TM6,basal_dendrite,4,10559.928845017794,50.0,9.0,9.0,11.0,11.0,12.0,14.0,14.0,13.0,13.0,12.0,12.0,11.0,9.0,9.0,8.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,OB,MITRAL,TM6,apical_dendrite,4,882.4251105997278,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,OB,MITRAL,TM2,basal_dendrite,5,8012.100495984173,50.0,3.0,4.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,OB,MITRAL,TM2,apical_dendrite,14,1878.5999535140857,50.0,1.0,2.0,3.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,OB,MITRAL,TM4,basal_dendrite,12,11128.454392508955,50.0,5.0,8.0,8.0,11.0,12.0,12.0,13.0,12.0,11.0,11.0,11.0,9.0,9.0,8.0,8.0,6.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
196,OB,MITRAL,TM5,basal_dendrite,8,11203.866153363568,50.0,4.0,5.0,9.0,13.0,11.0,14.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,6.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
197,OB,MITRAL,TM5,apical_dendrite,16,5690.929978287427,50.0,1.0,1.0,1.0,1.0,3.0,4.0,11.0,11.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
198,OB,MITRAL,2M1,apical_dendrite,8,663.488623942093,50.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,OB,MITRAL,2M1,basal_dendrite,10,15100.505152098069,50.0,5.0,6.0,10.0,12.0,14.0,15.0,16.0,18.0,18.0,18.0,18.0,17.0,15.0,14.0,14.0,13.0,10.0,8.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,OB,MITRAL,TM1ver2,basal_dendrite,11,14869.446634208742,50.0,7.0,8.0,12.0,15.0,15.0,15.0,18.0,17.0,17.0,18.0,17.0,15.0,14.0,13.0,9.0,9.0,6.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,OB,MITRAL,2M2,basal_dendrite,12,14346.406599113829,50.0,7.0,8.0,9.0,14.0,14.0,14.0,15.0,15.0,17.0,17.0,17.0,13.0,12.0,12.0,11.0,11.0,8.0,7.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,OB,MITRAL,2M2,apical_dendrite,23,1196.7918371739233,50.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,OB,MITRAL,TM3,basal_dendrite,8,8791.536009454407,50.0,4.0,4.0,6.0,8.0,10.0,11.0,13.0,12.0,11.0,13.0,11.0,11.0,7.0,6.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,OB,MITRAL,TM3,apical_dendrite,13,6045.687263668185,50.0,1.0,1.0,1.0,3.0,4.0,7.0,4.0,3.0,5.0,7.0,7.0,6.0,6.0,6.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,OB,TUFTED,TT5,basal_dendrite,65,28966.023785890673,50.0,7.0,7.0,11.0,10.0,14.0,15.0,21.0,21.0,17.0,17.0,15.0,16.0,17.0,18.0,13.0,9.0,7.0,5.0,7.0,18.0,13.0,9.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
206,OB,TUFTED,TT3,basal_dendrite,37,6595.440348049101,50.0,1.0,3.0,4.0,4.0,4.0,17.0,8.0,6.0,7.0,8.0,7.0,8.0,6.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,OB,TUFTED,10ventrolateral_2T0925,basal_dendrite,14,8599.319370710535,50.0,2.0,7.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,7.0,7.0,10.0,10.0,7.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,OB,TUFTED,2T2,basal_dendrite,11,8086.185309927714,50.0,1.0,7.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,OB,TUFTED,TT4,basal_dendrite,74,29542.146632918764,50.0,2.0,3.0,6.0,6.0,17.0,21.0,15.0,13.0,11.0,10.0,13.0,11.0,9.0,9.0,10.0,17.0,11.0,10.0,14.0,16.0,15.0,14.0,12.0,9.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0
